"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"963438349","2CCAC6AF80D5AA7EB0C94E9BAB993E67","Uyên H","702uy_nh","https://www.tripadvisor.com.vn/Profile/702uy_nh","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","","No","5","","Rất tuyệt vời","Trưa nay tôi đã có buổi ăn trưa tại khách sạn, nhân viên ở đây rất niềm nở và chu đáo, đặc biệt là chị Hà, chị Trâm và anh Trung. Các anh chị đã quan tâm đến mọi chi tiết nhỏ trong suốt bữa ăn. Đồ ăn đa dạng và tráng miệng rất ngon, chúng tôi được sự bất ngờ từ các anh chị bằng một đĩa trái cây ngọt ngào trong dịp hẹn hò này. Tôi chắc chắn sẽ quay lại và giới thiệu địa điểm tuyệt vời này cho bạn bè.","0","https://media-cdn.tripadvisor.com/media/photo-o/2d/11/69/72/caption.jpg","COUPLES","2024-08-31","2024-08-06","2024-08-06","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r963438349-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"931019891","08DEA84A706F211FA251FD81AD55506B","Quest31124471881","Quest31124471881","https://www.tripadvisor.com.vn/Profile/Quest31124471881","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5
Không khí: 5","rất thích nhân viên phục vụ","nhân viên rất thân thiện rất quý trẻ em , đồ ăn ngon vừa miệng , nhiều món refil nhanh chóng  , không gian sạch sẽ ","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/16/4f/20/caption.jpg","FAMILY","2023-12-31","2023-12-26","2023-12-25","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r931019891-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"930849135","4E870AB6909746F3A8A11B44F54795C4","Mobile28939092652","Mobile28939092652","https://www.tripadvisor.com.vn/Profile/Mobile28939092652","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","","No","5","","Rất hài lòng","Tôi rất hài lòng về thái độ của nhân viên phục vụ tại nhà hàng, rất thân thiện nhiệt tình. Tôi có con nhỏ và bé hiếu động làm vỡ ly, các bạn đã rất thông cảm và nhiệt tình giúp dọn dẹp. Tôi gửi lời cám ơn đến các bạn: Khang, Hà, anh Lâm, Phương Anh. Hy vọng quý công ty giành lời khen đến các bạn. ","1","","FAMILY","2023-12-31","2023-12-23","2023-12-23","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r930849135-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"930051447","1F537798117A21D5E771B45BCA5A3C80","Binh Tran","FarAway46330672651","https://www.tripadvisor.com.vn/Profile/FarAway46330672651","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg","Việt Nam","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5
Không khí: 5","Buffet hải sản ","Bữa tối khá đa dạng món, không khi ấm cúng. Nhân viên thân thiện ( bạn nữ mặc đồ noel ). Bữa đi có nhóm nên hơi ồn. Nói chung mọi thứ khá ổn","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/09/9a/02/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/09/9a/01/caption.jpg","FAMILY","2023-12-31","2023-12-17","2023-12-17","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r930051447-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"929619232","B48E67A397643DC22C0F0E44D93D7D75","Road43506109152","Road43506109152","https://www.tripadvisor.com.vn/Profile/Road43506109152","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg","","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5
Không khí: 5","Bữa sáng tuyệt vời tại khách sạn Pullnam","Bữa sáng rất tuyệt vời tại nhà hàng Food Connexion. Món ăn rất đa dạng và sự phục vụ nhiệt tình của các bạn nhân viên Khang, Minh và Hà. Cảm ơn nhà hàng và các bạn đã cho mình 1 bữa sáng thật tuyệt vời. Chắc chắn mình sẽ còn quay lại","0","","COUPLES","2023-12-31","2023-12-15","2023-12-15","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r929619232-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"929619067","996F9D13BCD143E93ABCB9A4456B8251","Connector66443391205","Connector66443391205","https://www.tripadvisor.com.vn/Profile/Connector66443391205","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/7b/default-avatar-2020-6.jpg","","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5
Không khí: 5","Bữa sáng cùng với gia đình tuyệt vời tại nhà hàng","Bữa sáng tuyệt vời. Các bạn nhân viên phục vụ rất nhiệt tình, đặc biệt là các bạn Khang, Hà và Minh. Chắc chắn là tôi sẽ quay trở lại đây để thưởng thức những món ăn ngon và phục vụ tiêu chuẩn 5 sao","0","","FAMILY","2023-12-31","2023-12-15","2023-12-15","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r929619067-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"929618734","27E6843C14BC73DCB99B4E3805E764A8","Quest52805761330","Quest52805761330","https://www.tripadvisor.com.vn/Profile/Quest52805761330","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg","","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5
Không khí: 5","Lovely dinner ","Chúng tôi có một buổi tối rất hài lòng tại nhà hàng The Food ConneXion.
Thức ăn ngon, trình bày đẹp, món phở rất ngon. 
Chúng tôi sẽ còn quay trở lại đây ","0","","FAMILY","2023-12-31","2023-12-15","2023-12-15","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r929618734-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"894965595","A8254FD9CD77CE35F23E825C86A4FC97","Safari58506259333","Safari58506259333","https://www.tripadvisor.com.vn/Profile/Safari58506259333","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg","","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5","good","tuần trước mình có đến ăn buffet  tối của nhà hàng, các bạn nhân viên thân thiệt cực kì. hải sản được refill liên tục nên dù là bày sẵn lên quầy nhưng mà mình thấy không bị khô. không gian nhà hàng ấm cúng thích hợp với một bữa ăn gia đình","0","","FAMILY","2023-06-30","2023-06-14","2023-06-14","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r894965595-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"733159105","85544C253CA211590E86C1852B6DD749","Lê Bá Khôi","BaKhoiLe","https://www.tripadvisor.com.vn/Profile/BaKhoiLe","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/fa/dc/b2/avatar.jpg","Thành phố Hồ Chí Minh","No","4","","Year End Party 2019","Buffet trưa nên không có tôm hùm hay cua, hải sản có mực, bạch tuộc, vẹm New Zealand, hào, tôm 🦐, hào nướng phô mai 🧀 và hào nướng mỡ hành phải order nhân viên, mực , bạch tuộc, tôm luộc có sẵn line buffet, nếu muốn ăn nướng thì cũng có thể order nhân viên, các món khác có đầy đủ như sushi, cơm chiên, há cảo, mì, salad, thịt xong khói, gà, , món nước có mỳ, nui, tráng miệng có trái cây, chè, kem .","0","https://media-cdn.tripadvisor.com/media/photo-o/1a/50/88/f1/img-20191217-113945-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/50/88/f2/img-20191217-113926-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/50/88/f3/img-20191217-113919-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/50/88/f4/img-20191217-113903-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-o/1a/50/88/f5/img-20191217-113805-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/50/88/f6/img-20191217-113759-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/50/88/f7/img-20191217-113751-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/50/88/f8/img-20191217-113743-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/50/88/f9/img-20191217-113728-largejpg.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/50/88/fa/img-20191217-113716-largejpg.jpg","BUSINESS","2019-12-31","2019-12-17","2019-12-16","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r733159105-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
"673490295","EF4F7BD2F7BCB6AEA43A0EECF152D292","Tu Le","Tule2103","https://www.tripadvisor.com.vn/Profile/Tule2103","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg","","No","5","","Tot","Đã ăn ở đây được vài lần đó đối tác mời. Đồ ăn ngon và tươi. Hài lòng nhất là các bạn nhân viên ở đây rất nhiệt tình chào khách và phục vụ tận tình chứ không như một số nhà hàng khách sạn lớn khác. Lúc dọn đĩa nhẹ nhàng hỏi đã ăn xong chưa để dọn chứ không tự dọn bừa.
Rất hài lòng và sẽ đến lần sau.","1","https://media-cdn.tripadvisor.com/media/photo-w/17/7e/7a/39/nha-hang-food-connexion.jpg","BUSINESS","2019-05-31","2019-05-12","2019-05-12","vi","Nhà hàng Food Connexion","10388545","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d10388545-r673490295-Food_Connexion_Buffet-Ho_Chi_Minh_City.html"
