"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"962938885","718BD0D19AB793E3FE01D302603AB26C","Kimichi Spa","Pioneer06401804226","https://www.tripadvisor.com.vn/Profile/Pioneer06401804226","https://media-cdn.tripadvisor.com/media/photo-o/2d/2a/05/55/caption.jpg","Việt Nam","No","5","","Take away","em đặte về ăn , đóng gói kĩ càng sạch sẽ , giá thành hơi mắc so với chỗ khác nhưng phù hợp giá tiền và bánh mì rất to và thịt rất nhièu tóm lại rất okay","0","","SOLO","2024-08-31","2024-08-03","2024-08-02","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r962938885-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"918260106","4FEDD9218AA1CAC4C74EB5D86534F9AC","Explore18120794796","Explore18120794796","https://www.tripadvisor.com.vn/Profile/Explore18120794796","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg","","No","5","","Bánh mì sáng tuyệt vời","Vô sài gòn tìm món nhất là Bánh mì huỳnh hoa
Cả nhà có dịp ghé lê thị riêng chịu khó xếp hàng mua nhé","0","","BUSINESS","2023-09-30","2023-09-24","2023-09-24","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r918260106-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"888515077","45F9F3E1E7B63073DF2D40F18884D112","Ngọc Trinh","Tour00501143994","https://www.tripadvisor.com.vn/Profile/Tour00501143994","https://media-cdn.tripadvisor.com/media/photo-o/28/fa/05/54/caption.jpg","Thành phố Hồ Chí Minh","No","4","","Bánh mì ngon","Đợi hơi lâu nhưng bánh mì ngon, đặc biệt là pate đỉnh đỉnh. Mình ăn nhiều lần rồi nay mới có dịp đánh giá. Mn ghé thăm Sài Gòn nên ăn thử 1 lần nà.","0","","FAMILY","2023-05-31","2023-05-01","2023-05-01","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r888515077-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"873116023","07D710C84AD503221DCA21BF81D438B1","ZaiTri","ZaiTri","https://www.tripadvisor.com.vn/Profile/ZaiTri","https://media-cdn.tripadvisor.com/media/photo-m/1280/27/53/cc/9f/zai-t.jpg","Thành phố Hồ Chí Minh","No","3","","Bánh mì Sài Gòn thử ăn cho biết","Thong dong chờ xếp hàng xong mua 2-3 ổ bánh mì rồi về nhà hay ngồi góc nào đó thưởng thức, nhân viên đông nhưng người mua quá đông khoảng 17-19g, nhìn khay đựng chả, thịt… thấy no con mắt","0","","SOLO","2022-12-31","2022-12-28","2022-12-28","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r873116023-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"868514422","00A1909B318090D1617007F69D447CA8","Ánh T","476_nht","https://www.tripadvisor.com.vn/Profile/476_nht","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","Thành phố Hồ Chí Minh","No","5","Giá trị: 5
Dịch vụ: 4
Đồ ăn: 5","bánh mì ngon, pate đỉnh","1 ổ phải 2 người ăn mới hết. dưa chua ngon, nói chung là đỉnh, phù hợp với giá, đợi hơi lâu xí, pate đỉnh","0","","NONE","2022-10-31","2022-11-15","2022-11-14","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r868514422-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"833693833","60D716876DF40A37B28A8C6D752AF5F6","Mai Hoa","maihoaph","https://www.tripadvisor.com.vn/Profile/maihoaph","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg","","No","5","Giá trị: 4
Dịch vụ: 4
Đồ ăn: 4","Bánh mỳ ngon","Quán bánh mỳ nổi tiếng Sài Gòn. Ổ bánh mỳ rất to, nhân thịt giò chả khá nhiều, ăn xong 1 ổ là no luôn. Pate ngon, ăn không ngán","0","","NONE","2022-03-31","2022-04-07","2022-04-07","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r833693833-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"832572875","228E1E570D40547BC8EC2FC7B3AAE580","Tung Thanh","Cruiser34970059537","https://www.tripadvisor.com.vn/Profile/Cruiser34970059537","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg","Việt Nam","No","4","","Quán ăn ngon","Cảm giác xếp hàng xong ăn là cái cơm giác như ăn mầm đá. Ha ha. Bánh mì bao ngon , bao to. Ai ăn ít, hoặc dễ ngán thì nên ăn 1 nửa thôi sẽ có cảm nhận tốt nhất nha.","0","https://media-cdn.tripadvisor.com/media/photo-w/22/b0/34/39/caption.jpg","SOLO","2022-03-31","2022-03-27","2022-03-27","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r832572875-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"832525871","241A47F4A5DF91ACEF6B1B0D080DFBAA","Tung N","258tungn","https://www.tripadvisor.com.vn/Profile/258tungn","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg","","No","4","","Quán ăn ngon","Trải nghiệm quá xếp hàng thú vị. Ăn 1 ổ thì no dã man. Những ai ăn ít và hay bị ngán thì nên chia đôi với một người nữa để ăn cùng nha.","0","","SOLO","2022-03-31","2022-03-27","2022-03-27","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r832525871-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"746038395","C2B55E5D756012B961575C495CBECC1B","iFitness","ifitnessvn1","https://www.tripadvisor.com.vn/Profile/ifitnessvn1","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","Thành phố Hồ Chí Minh","No","4","Giá trị: 5
Dịch vụ: 4
Đồ ăn: 5","Bánh mì ngon, hợp giá","Bánh mì rất ngon, ổ rất lớn, và đúng rất hợp với giá tiền. Nếu ai từng ăn 1 lần chắc chắn sẽ không thấy 40k cho 1 ổ là quá lớn.","0","","NONE","2020-01-31","2020-02-19","2020-02-18","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r746038395-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
"696816890","D1D6D023AE41255EA20F3CF4185400A2","Viet Nguyen","vietnguyen83658","https://www.tripadvisor.com.vn/Profile/vietnguyen83658","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg","Hà Nội","No","5","","Tôi rất thích","Rất ngon, bánh mì giòn, bánh mì to, nhiều đồ bên trong. Vị vừa ăn. Sẽ quay lại vào lần sau","0","","COUPLES","2019-08-31","2019-08-08","2019-08-08","vi","Banh Mi Huynh Hoa","5484355","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d5484355-r696816890-Banh_Mi_Huynh_Hoa-Ho_Chi_Minh_City.html"
