"Review Id","User ID","Display Name","User Name","User Profile","User Avatar","User Location","User Is Verified","Rating","Additional Ratings","Review Title","Review Text","Helpful Votes","Photos","Trip Type","Stay Date","Created Date","Published Date","Language","Location","Location Id","URL"
"978361902","BAB46D025650D5F441163108C6941F4F","Matt B","O3399CHmattb","https://www.tripadvisor.com.vn/Profile/O3399CHmattb","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","","No","5","","Superb","Really good food, top service by Ana, good value too. Highly recommend it, and highly recommend the traditional pancakes too.","0","","COUPLES","2024-11-30","2024-11-02","2024-11-02","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r978361902-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"978329016","3F38DE7BB8C7EA3C581649EA1558D5B9","Tahlia Rea","Quest16554085140","https://www.tripadvisor.com.vn/Profile/Quest16554085140","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg","Shepparton","No","5","","Yum food, great staff","Food was very good.  Ordered pork rolled in wild betel leaf,  staff assisted in showing how roll them in rice paper.  Would eat here again","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/fc/4d/7b/caption.jpg","COUPLES","2024-11-30","2024-11-02","2024-11-01","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r978329016-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"978260840","6ABCB2FB9815E9C3B460CA9447755BD7","Robin R","G692ICrobinr","https://www.tripadvisor.com.vn/Profile/G692ICrobinr","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg","","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5
Không khí: 5","Taste of Vietnam","The food here was tasty and fresh, I loved it! Would definitely recommend visitors to Ho Chi Minh City to check it out. It's a minute walk from the crazy loud ""Walking Street"". Staff warm and welcoming and happy to be of service.","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/f7/7e/40/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/f7/7e/41/caption.jpg","BUSINESS","2024-11-30","2024-11-01","2024-11-01","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r978260840-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"978236896","4DFD0EE44E05B86AF316A79DBAD81ACF","Quente","686quentins","https://www.tripadvisor.com.vn/Profile/686quentins","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/7b/default-avatar-2020-6.jpg","Brussels","No","5","Giá trị: 4
Dịch vụ: 4
Đồ ăn: 4
Không khí: 4","Awesome 👍","Amazing food; especially for such a recent restaurant highly recommend.
Suggestions were good and the beer is cheap, always a good thing","0","","FRIENDS","2024-11-30","2024-11-01","2024-11-01","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r978236896-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"978138612","7CAA8E85018FD9D1241D3B0039560565","TESS C","tesscollinet","https://www.tripadvisor.com.vn/Profile/tesscollinet","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/f4/42/46/tess-c.jpg","","No","5","","Super !! 😋","It was AWESOME. A warm and smiling welcome and of course it was delicious. We recommend it without any hesitation. Thanks ☺️","0","https://media-cdn.tripadvisor.com/media/photo-o/2d/f4/40/6e/caption.jpg","FAMILY","2024-10-31","2024-10-31","2024-10-31","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r978138612-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"978138483","E44D7892153DD73D97AFFB28EB1A8BE7","collinet m","c0llinetm","https://www.tripadvisor.com.vn/Profile/c0llinetm","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg","","No","5","Giá trị: 5
Dịch vụ: 5
Đồ ăn: 5
Không khí: 5","excellente découverte culinaire","Petit restaurant à l'abri du bruit et des regards. Nous avons très très bien mangé et les serveurs sont souriants. Attention juste, certains plats arrivent et eclaboussent un peu...Mais on adore","0","","FAMILY","2024-10-31","2024-10-31","2024-10-31","fr","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r978138483-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"978122524","C4DD2FC9116990478E077912AB9FC8DB","Sandra S","V2048ZCsandras","https://www.tripadvisor.com.vn/Profile/V2048ZCsandras","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg","","No","5","","Good place also for vegetarian food lovers","Excellent food and service. I choose the vegetarian option and Ive bern realky happy with it. The servicr was verx good and friendly. ","0","","SOLO","2024-10-31","2024-10-31","2024-10-31","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r978122524-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"977793301","1FA7DE0F86B062894ADE33F1A5D4702A","luciagariboldi","luciagariboldi","https://www.tripadvisor.com.vn/Profile/luciagariboldi","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg","Bahia Blanca","No","5","","Excelente","El ambiente es muy armonioso, el personal muy amoroso y la comida es deliciosa y muy casera 🫶🏻. Probé un curry vegetariano muy sabroso. Tiene muchas opciones, no sabes cuál elegir!  Sin dudas volvería ✨🙌🏻❤️","0","https://media-cdn.tripadvisor.com/media/photo-w/2d/f0/f4/79/caption.jpg","SOLO","2024-10-31","2024-10-30","2024-10-30","es","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r977793301-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"977748056","88925C9C99A331E57718B8B11490585C","Terje H","946terjeh","https://www.tripadvisor.com.vn/Profile/946terjeh","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","","No","5","","Nice restaurant in Saigon","This was a very nice experience and highly recommendable! Nice food and a very good service!Located in the packpacker district in Saigon!","0","","FRIENDS","2024-10-31","2024-10-30","2024-10-30","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r977748056-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
"977242073","22174336F278A21BD64A9793BB461239","Yen Nhi N","711yennhin","https://www.tripadvisor.com.vn/Profile/711yennhin","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","","No","5","","Cute place","I love this place so much, the food is so scrumptious, staffs here are friendly and helpful, if you have an chance, i highly recommend this place","0","","SOLO","2024-10-31","2024-10-30","2024-10-29","en","De Tham Restaurant - Vietnamese Cuisine & Vegetarian Food","28468515","https://www.tripadvisor.com.vn/ShowUserReviews-g293925-d28468515-r977242073-De_Tham_Restaurant_Vietnamese_Cuisine_Vegetarian_Food-Ho_Chi_Minh_City.html"
