URL,Name,Address,Loại hình,PriceRange,Opening Hours,Cuisine,Telephone,Phù hợp,Món đặc sắc,Không gian,Tổng sức chứa,Điểm đặc trưng,Tên tầng,Sức chứa,Tên tiện ích,Mô tả tiện ích,Ngày,Giờ mở,Giờ đóng,ExImages,Kinh độ,Vĩ độ,MenuImages,FoodName,PriceFood,MoTaFood,DanhMuc
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Americano (hot/ice),54000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Cappuccino (hot/ice),65000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Latte (hot/ice),65000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Matcha Latte (hot/ice),80000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Coca Cola,26000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Coca Cola Light,26000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Soda,26000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Sprite,26000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Line Soda,42000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Orange Juice,42000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Apple Juice,42000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Passion Fruit,42000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Watermelon,42000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,San Pellegrino (750ml),118000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Evian (750ml),133000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Perrier (750ml),133000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Aquafina (500ml),21000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Hoegaarden White (330ml),69000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Hoegaarden Rose (330ml),80000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Sapporo (330ml),59000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Sapporo Draught,59000,,Đồ uống
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Sesame Bread,31000,,Món khai vị
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Onion Gratin Soup,87000,,Súp
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Corn Soup,87000,,Súp
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Clam Chowder Potpie,129000,,Súp
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Pomodoro Ricotta Spaghetti,153000,,Mì Ý/Chay
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Burrata Spaghetti,235000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Egg Spaghetti,149000,,Mì Ý/Chay
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Ontama Bolognese Spaghetti,161000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Penne Arrabiata,153000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Mushroom Penne Arrabiata,149000,,Mì Ý/Chay
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Smoked Beef Tongue Spaghetti,297000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Fettuccine 4 Cheese,215000,,Mì Ý/Chay
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Pancetta Spaghetti,255000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Pesto Squid Spaghetti,205000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Smoked Salmon Spaghetti,277000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Amatriciana Spaghetti,173000,,Mì Ý
https://pasgo.vn/nha-hang/basta-hiro-vincom-dong-khoi-3740,,,,,,,,,,,,,,,,,,,,,,,,Pescatora Bianco Spaghetti,194000,,Mì Ý
