URL,Name,Address,Loại hình,PriceRange,Opening Hours,Cuisine,Telephone,Phù hợp,Món đặc sắc,Không gian,Tổng sức chứa,Điểm đặc trưng,Tên tầng,Sức chứa,Tên tiện ích,Mô tả tiện ích,Ngày,Giờ mở,Giờ đóng,ExImages,Kinh độ,Vĩ độ,MenuImages,FoodName,PriceFood,MoTaFood,DanhMuc
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Wagyu Harami (Diềm thăn bò Wagyu),415000,,Wagyu
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Wagyu Jo Karubi (Sườn bò Wagyu cao cấp),465000,,Wagyu
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Wagyu Kainomi (Thăn bò Wagyu),405000,,Wagyu
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Wagyu Nakaochi (Dẻ sườn bò Wagyu),409000,,Wagyu
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Wagyu Moriawase (Combo bò Wagyu),799000,,Wagyu
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Wagyu Karubi (Sườn bò Wagyu),395000,,Wagyu
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Honetsuki Karubi (Sườn bò Mỹ có xương),299000,,US Beef
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Harami (Diềm thăn bò Mỹ),299000,,US Beef
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Karubi (Sườn bò Mỹ),229000,,US Beef
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Kimuchi Chahan (Cơm chiên kim chi),93000,,Rice
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Kimuchi Kaisen Chahan (Cơm chiên hải sản),133000,,Rice
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Kaisen Yaki Udon (Udon xào hải sản),99000,,Noodles
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Buta Yaki Udon (Udon xào thịt heo),89000,,Noodles
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Gyuniku Bibimbap (Bibimbap thịt bò),93000,,Korean
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Gyushige Bibimbap (Bibimbap thịt bằm),89000,,Korean
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Matcha Tiramisu,87000,,Dessert
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Tiramisu,87000,,Dessert
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Gyu Shige Parfait,99000,,Dessert
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Fruits Moriawase (Trái cây),119000,,Dessert
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Melon (Dưa lưới),63000,,Dessert
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Ice Cream Scoop,49000,,Dessert
https://pasgo.vn/nha-hang/gyu-shige-nguu-phon-tran-hung-dao-3514,,,,,,,,,,,,,,,,,,,,,,,,Yuzu Sorbet,49000,,Dessert
