URL,Name,Address,Loại hình,PriceRange,Opening Hours,Cuisine,Telephone,Phù hợp,Món đặc sắc,Không gian,Tổng sức chứa,Điểm đặc trưng,Tên tầng,Sức chứa,Tên tiện ích,Mô tả tiện ích,Ngày,Giờ mở,Giờ đóng,ExImages,Kinh độ,Vĩ độ,MenuImages,FoodName,PriceFood,MoTaFood,DanhMuc,TenCombo,GiaComBo,ThoiGianTaoCombo,Rate,ReviewText,PhotoReview,StayDate,CreateDate
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,DOIDEP Không Thể Thiếu Nhau - Nguyễn Du,"Số 104 Nguyễn Du, P. Bến Nghé, Q. 1","Chuyên thức uống (trà,café)",100.000 –200.000,07h00 – 22h00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,"Gặp gỡ, trao đổi (giới doanh nhân, văn phòng, bạn bè, gia đình), offline hội nhóm...","Trà Oloong, Cà phê Syphon (Sử dụng cà phê chồn để pha), Cà phê đặc biệt DoiDep, Sinh tố D&D; Phở Đông Trùng Hạ Thảo, Bún bò Huế O Rớt, Bánh mì bò kho, Bánh ướt thịt nướng...","Sang trọng, yên tĩnh kết hợp không gian xanh thư giãn", 400 khách (02 tầng),"- DOIDEP - Không Thể Thiếu Nhau là mô hình quán trà - cafe kết hợp phục vụ các món điểm tâm nhẹ nhàng.
- Với nền tảng vững mạnh về trà và café tại Lâm Đồng, và bây giờ, DOIDEP tiếp tục chia sẻ cuộc hành trình của mình đến với quý khách yêu trà, café tại Sài Gòn thông qua cơ sở tại 104 Nguyễn Du, quận 1.",,,,,,,,,106.69798,10.776947,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,Phòng riêng,02 phòng (10-12 khách/phòng),,,,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,Chỗ để xe ô tô,Để xe tại nhà hàng (Miễn phí),,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,Chỗ để xe máy,Để xe tại nhà hàng (Miễn phí),,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,THỨ HAI,07:00,22:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,THỨ BA,07:00,22:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,THỨ TƯ,07:00,22:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,THỨ NĂM,07:00,22:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,THỨ SÁU,07:00,22:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,THỨ BẢY,07:00,22:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,CHỦ NHẬT,07:00,22:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,,,,cafe-doidep-khong-the-thieu-nhau-nguyen-du-1: https://pasgo.vn/Upload/anh-chi-tiet/cafe-doidep-khong-the-thieu-nhau-nguyen-du-1-normal-1105496140361.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,,,,cafe-doidep-khong-the-thieu-nhau-nguyen-du-2: https://pasgo.vn/Upload/anh-chi-tiet/cafe-doidep-khong-the-thieu-nhau-nguyen-du-2-normal-1105496240362.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,,,,cafe-doidep-khong-the-thieu-nhau-nguyen-du-3: https://pasgo.vn/Upload/anh-chi-tiet/cafe-doidep-khong-the-thieu-nhau-nguyen-du-3-normal-1105496340363.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,,,,cafe-doidep-khong-the-thieu-nhau-nguyen-du-4: https://pasgo.vn/Upload/anh-chi-tiet/cafe-doidep-khong-the-thieu-nhau-nguyen-du-4-normal-1105496440364.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,,,,cafe-doidep-khong-the-thieu-nhau-nguyen-du-5: https://pasgo.vn/Upload/anh-chi-tiet/cafe-doidep-khong-the-thieu-nhau-nguyen-du-5-normal-1105496840365.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/doidep-khong-the-thieu-nhau-nguyen-du-3610,,,,,,,,,,,,,,,,,,,,cafe-doidep-khong-the-thieu-nhau-nguyen-du-6: https://pasgo.vn/Upload/anh-chi-tiet/cafe-doidep-khong-the-thieu-nhau-nguyen-du-6-normal-1105496940366.webp,,,,,,,,,,,,,,,
